,created,text,entities,geo,,,X,Y
5520,2020-08-05 20:29:06,b'Ms. Fuller\xe2\x80\x99s mask is covered with literary quotes (of course). See anything you recognize? #maskup #readup\xe2\x80\xa6 https://t.co/wRPf6gPTRt',"{'hashtags': [{'text': 'maskup', 'indices': [91, 98]}, {'text': 'readup', 'indices': [99, 106]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/wRPf6gPTRt', 'expanded_url': 'https://twitter.com/i/web/status/1291108993767792640', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [108, 131]}]}","{'type': 'Point', 'coordinates': [43.1417, -72.50851]}","43.1417, -72.50851]}","43.1417, -72.50851",43.1417, -72.50851
3912,2020-08-06 19:23:51,b'Never would of thought we\xe2\x80\x99d EVER be selling masks to coordinate with your shoes ! \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f but it\xe2\x80\x99s 2020 and it\xe2\x80\x99s a th\xe2\x80\xa6 https://t.co/B6YxEMGIOu',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/B6YxEMGIOu', 'expanded_url': 'https://twitter.com/i/web/status/1291454960702349313', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [43.25595945, -79.88547776]}","43.25595945, -79.88547776]}","43.25595945, -79.88547776",43.25595945, -79.88547776
6251,2020-08-05 12:51:16,b'New mask styles dropping this week!  Stay tuned... #maskup #canadatogether\xf0\x9f\x87\xa8\xf0\x9f\x87\xa6 #keepitflat #canadianfashion\xe2\x80\xa6 https://t.co/r3SR1fckmk',"{'hashtags': [{'text': 'maskup', 'indices': [51, 58]}, {'text': 'canadatogether', 'indices': [59, 74]}, {'text': 'keepitflat', 'indices': [77, 88]}, {'text': 'canadianfashion', 'indices': [89, 105]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/r3SR1fckmk', 'expanded_url': 'https://twitter.com/i/web/status/1290993777528590337', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [107, 130]}]}","{'type': 'Point', 'coordinates': [43.64801633, -79.39888]}","43.64801633, -79.39888]}","43.64801633, -79.39888",43.64801633, -79.39888
3613,2020-08-06 22:11:10,b'pointbetsielighthouse \xe2\x9d\xa4\xef\xb8\x8fa #lighthouse and #bluesky #beautifulday \xe2\x98\x80\xef\xb8\x8f\xe2\x98\x80\xef\xb8\x8f\xe2\x98\x80\xef\xb8\x8f#puremichigan #takingadrive #daytrip #summer\xe2\x80\xa6 https://t.co/hF4vbUMXRB',"{'hashtags': [{'text': 'lighthouse', 'indices': [26, 37]}, {'text': 'bluesky', 'indices': [42, 50]}, {'text': 'beautifulday', 'indices': [51, 64]}, {'text': 'puremichigan', 'indices': [71, 84]}, {'text': 'takingadrive', 'indices': [85, 98]}, {'text': 'daytrip', 'indices': [99, 107]}, {'text': 'summer', 'indices': [108, 115]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/hF4vbUMXRB', 'expanded_url': 'https://twitter.com/i/web/status/1291497069631471617', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [44.69122955, -86.25519359]}","44.69122955, -86.25519359]}","44.69122955, -86.25519359",44.69122955, -86.25519359
12305,2020-08-01 02:18:19,b'Had to document the most exciting Friday night we have had in months!  \xf0\x9f\x8f\x92\xf0\x9f\xa5\x85 We had a last minute opportunity to join\xe2\x80\xa6 https://t.co/9YZUQEfh2F',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/9YZUQEfh2F', 'expanded_url': 'https://twitter.com/i/web/status/1289384936386916352', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}","{'type': 'Point', 'coordinates': [44.6926, -93.28654]}","44.6926, -93.28654]}","44.6926, -93.28654",44.6926, -93.28654
11725,2020-08-01 15:41:11,b'Today we get to celebrate my young queen and her accomplishment! I\xe2\x80\x99m never one to ask to send $ but would love your\xe2\x80\xa6 https://t.co/cEjUgqh5bz',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/cEjUgqh5bz', 'expanded_url': 'https://twitter.com/i/web/status/1289586985653415944', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [44.9774, -93.2645]}","44.9774, -93.2645]}","44.9774, -93.2645",44.9774, -93.2645
11835,2020-08-01 14:10:35,"b""It doesn't cover your face, it reveals your heart \xf0\x9f\x92\x9c #modernLove #MaskUp @ Modern Love Veterinary https://t.co/56oT88MUfG""","{'hashtags': [{'text': 'modernLove', 'indices': [52, 63]}, {'text': 'MaskUp', 'indices': [64, 71]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/56oT88MUfG', 'expanded_url': 'https://www.instagram.com/p/CDWXwZhJzJ4CZRjC5UT4losMpcliBIGkF6sd3w0/?igshid=1dcbzymo8zzqh', 'display_url': 'instagram.com/p/CDWXwZhJzJ4C…', 'indices': [97, 120]}]}","{'type': 'Point', 'coordinates': [44.98618, -93.27412]}","44.98618, -93.27412]}","44.98618, -93.27412",44.98618, -93.27412
482,2020-08-09 00:08:28,b'My Petoskey posse. #theschudlichs #boys #cousins #represent #inthehouse #mask #maskup #upnorth @ Roast and Toast Ca\xe2\x80\xa6 https://t.co/buZATGb8tF',"{'hashtags': [{'text': 'theschudlichs', 'indices': [19, 33]}, {'text': 'boys', 'indices': [34, 39]}, {'text': 'cousins', 'indices': [40, 48]}, {'text': 'represent', 'indices': [49, 59]}, {'text': 'inthehouse', 'indices': [60, 71]}, {'text': 'mask', 'indices': [72, 77]}, {'text': 'maskup', 'indices': [78, 85]}, {'text': 'upnorth', 'indices': [86, 94]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/buZATGb8tF', 'expanded_url': 'https://twitter.com/i/web/status/1292251364945309697', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [45.3750999, -84.9567245]}","45.3750999, -84.9567245]}","45.3750999, -84.9567245",45.3750999, -84.9567245
4373,2020-08-06 15:12:55,b'Getting out during quarantine. Thanks jess.wandering for the great trail tip! @NatlParkService #nacheslooptrail\xe2\x80\xa6 https://t.co/n4mpkOpR3G',"{'hashtags': [{'text': 'nacheslooptrail', 'indices': [95, 111]}], 'symbols': [], 'user_mentions': [{'screen_name': 'NatlParkService', 'name': 'National Park Service', 'id': 36771809, 'id_str': '36771809', 'indices': [78, 94]}], 'urls': [{'url': 'https://t.co/n4mpkOpR3G', 'expanded_url': 'https://twitter.com/i/web/status/1291391810518966272', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [113, 136]}]}","{'type': 'Point', 'coordinates': [47.1630481, -121.88954967]}","47.1630481, -121.88954967]}","47.1630481, -121.88954967",47.1630481, -121.88954967
10028,2020-08-03 01:12:34,"b'Fun weekend. Bike, rock &amp; beach with the family. #getoutside #maskup #rockclimbing #bike #cycling #dastoof\xe2\x80\xa6 https://t.co/JwWskC9gul'","{'hashtags': [{'text': 'getoutside', 'indices': [53, 64]}, {'text': 'maskup', 'indices': [65, 72]}, {'text': 'rockclimbing', 'indices': [73, 86]}, {'text': 'bike', 'indices': [87, 92]}, {'text': 'cycling', 'indices': [93, 101]}, {'text': 'dastoof', 'indices': [102, 110]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/JwWskC9gul', 'expanded_url': 'https://twitter.com/i/web/status/1290093167191052289', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [112, 135]}]}","{'type': 'Point', 'coordinates': [47.4099, -121.406]}","47.4099, -121.406]}","47.4099, -121.406",47.4099, -121.406
5664,2020-08-05 18:53:16,"b'Vertical or horizontal, what\xe2\x80\x99s your preference? \n\n#maskcouture #maskup #makeitfashion #maskstyle #handmade\xe2\x80\xa6 https://t.co/8kgwyTpcdK'","{'hashtags': [{'text': 'maskcouture', 'indices': [50, 62]}, {'text': 'maskup', 'indices': [63, 70]}, {'text': 'makeitfashion', 'indices': [71, 85]}, {'text': 'maskstyle', 'indices': [86, 96]}, {'text': 'handmade', 'indices': [97, 106]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/8kgwyTpcdK', 'expanded_url': 'https://twitter.com/i/web/status/1291084876880449537', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [108, 131]}]}","{'type': 'Point', 'coordinates': [47.412296, -122.472646]}","47.412296, -122.472646]}","47.412296, -122.472646",47.412296, -122.472646
3987,2020-08-06 18:37:18,b'Mask Haul!! It\xe2\x80\x99s a strange world but at least you can be cute in it! I have lots from @Ardene1982 and they do not h\xe2\x80\xa6 https://t.co/DmngjebUkO',"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Ardene1982', 'name': 'Ardene', 'id': 22968833, 'id_str': '22968833', 'indices': [86, 97]}], 'urls': [{'url': 'https://t.co/DmngjebUkO', 'expanded_url': 'https://twitter.com/i/web/status/1291443245239566336', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [47.5675, -52.707222]}","47.5675, -52.707222]}","47.5675, -52.707222",47.5675, -52.707222
3935,2020-08-06 19:09:49,"b'#USA #maskup #seattle spaceneedle @ Seattle, Washington https://t.co/x6iHYQBZiF'","{'hashtags': [{'text': 'USA', 'indices': [0, 4]}, {'text': 'maskup', 'indices': [5, 12]}, {'text': 'seattle', 'indices': [13, 21]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/x6iHYQBZiF', 'expanded_url': 'https://www.instagram.com/p/CDjx-kKAiZ7/?igshid=11o0j6f8j71aa', 'display_url': 'instagram.com/p/CDjx-kKAiZ7/…', 'indices': [56, 79]}]}","{'type': 'Point', 'coordinates': [47.6046, -122.3308]}","47.6046, -122.3308]}","47.6046, -122.3308",47.6046, -122.3308
10631,2020-08-02 14:59:18,b'Denim lines mask now in the online shop . Double thickness of cotton denim and stitched with a white line pattern -\xe2\x80\xa6 https://t.co/3kYeqvRwM1',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/3kYeqvRwM1', 'expanded_url': 'https://twitter.com/i/web/status/1289938832201146368', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [47.6046, -122.3308]}","47.6046, -122.3308]}","47.6046, -122.3308",47.6046, -122.3308
12762,2020-07-31 20:58:01,"b'#maskup #buyblack #linkinbio\xf0\x9f\x91\x86 #womenonehellofadrug @ Seattle, Washington https://t.co/SkIvL1hnxL'","{'hashtags': [{'text': 'maskup', 'indices': [0, 7]}, {'text': 'buyblack', 'indices': [8, 17]}, {'text': 'linkinbio', 'indices': [18, 28]}, {'text': 'womenonehellofadrug', 'indices': [30, 50]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/SkIvL1hnxL', 'expanded_url': 'https://www.instagram.com/p/CDUhl4_H97_/?igshid=1udfpk1c9slo9', 'display_url': 'instagram.com/p/CDUhl4_H97_/…', 'indices': [73, 96]}]}","{'type': 'Point', 'coordinates': [47.6046, -122.3308]}","47.6046, -122.3308]}","47.6046, -122.3308",47.6046, -122.3308
2418,2020-08-07 17:08:00,"b'Finally! It\xe2\x80\x99s here. Now I can go out in public again, appropriately covered. BRW, love the card too. Dank je wel!\xe2\x80\xa6 https://t.co/QBTqFuqj3l'","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/QBTqFuqj3l', 'expanded_url': 'https://twitter.com/i/web/status/1291783159839895555', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [115, 138]}]}","{'type': 'Point', 'coordinates': [48.43280027, -123.42713091]}","48.43280027, -123.42713091]}","48.43280027, -123.42713091",48.43280027, -123.42713091
6944,2020-08-04 22:50:27,b'Took the day off to make a 7 mile walk on my favorite trail. Picked up trash along the way and it felt good to keep\xe2\x80\xa6 https://t.co/xHzYhFZkvo',"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/xHzYhFZkvo', 'expanded_url': 'https://twitter.com/i/web/status/1290782179841064961', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [48.7502, -122.475]}","48.7502, -122.475]}","48.7502, -122.475",48.7502, -122.475
1587,2020-08-08 03:13:24,b'David\xe2\x80\x99s in the truck ahead of me as make our way back to #Vancouver with our 21 year old #cat Gami \xf0\x9f\x98\xbd\xf0\x9f\x98\xbb Bye Bye Comox\xe2\x80\xa6 https://t.co/QpRgKRPuoE',"{'hashtags': [{'text': 'Vancouver', 'indices': [57, 67]}, {'text': 'cat', 'indices': [89, 93]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/QpRgKRPuoE', 'expanded_url': 'https://twitter.com/i/web/status/1291935513822273536', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [49.16113434, -123.89170641]}","49.16113434, -123.89170641]}","49.16113434, -123.89170641",49.16113434, -123.89170641
11116,2020-08-02 01:51:18,"b'Starting today, face coverings will be mandatory for all indoor public spaces in Calgary. You may not be able to se\xe2\x80\xa6 https://t.co/PTdAb4zmEJ'","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/PTdAb4zmEJ', 'expanded_url': 'https://twitter.com/i/web/status/1289740529027039232', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}","{'type': 'Point', 'coordinates': [51.09379738, -114.00423677]}","51.09379738, -114.00423677]}","51.09379738, -114.00423677",51.09379738, -114.00423677
4716,2020-08-06 10:47:43,b'Thrilled \xf0\x9f\x92\x83 with our face masks made by sweethomelondon                 #staysafe #facemaskdesign #Facemasksfulham\xe2\x80\xa6 https://t.co/cVAJMukZF8',"{'hashtags': [{'text': 'staysafe', 'indices': [71, 80]}, {'text': 'facemaskdesign', 'indices': [81, 96]}, {'text': 'Facemasksfulham', 'indices': [97, 113]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/cVAJMukZF8', 'expanded_url': 'https://twitter.com/i/web/status/1291325073115230208', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [115, 138]}]}","{'type': 'Point', 'coordinates': [51.47608662, -0.20898716]}","51.47608662, -0.20898716]}","51.47608662, -0.20898716",51.47608662, -0.20898716
7192,2020-08-04 19:58:08,"b'\xe2\x80\xa2\nSwipe To Find Out More Detailed Government Guidance On Face Coverings In Hair Salons, Beauty Salons &amp; Barbershops\xe2\x80\xa6 https://t.co/2uRKVNZGyr'","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/2uRKVNZGyr', 'expanded_url': 'https://twitter.com/i/web/status/1290738812566601732', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [121, 144]}]}","{'type': 'Point', 'coordinates': [51.5991354, -0.1471846]}","51.5991354, -0.1471846]}","51.5991354, -0.1471846",51.5991354, -0.1471846
9736,2020-08-03 10:54:29,"b'Shoppping time, mask up people!\n\n#shopping\n#maskup\n#covid\n#staysafe\n#wearetheduncans @ Jollyes Stevenage https://t.co/iMFW0uG2yG'","{'hashtags': [{'text': 'shopping', 'indices': [33, 42]}, {'text': 'maskup', 'indices': [43, 50]}, {'text': 'covid', 'indices': [51, 57]}, {'text': 'staysafe', 'indices': [58, 67]}, {'text': 'wearetheduncans', 'indices': [68, 84]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/iMFW0uG2yG', 'expanded_url': 'https://www.instagram.com/p/CDbK54Vp2h-/?igshid=1nuwug5b2mxii', 'display_url': 'instagram.com/p/CDbK54Vp2h-/…', 'indices': [105, 128]}]}","{'type': 'Point', 'coordinates': [51.89435773, -0.19891262]}","51.89435773, -0.19891262]}","51.89435773, -0.19891262",51.89435773, -0.19891262
2730,2020-08-07 13:44:46,"b'Well this is new \xf0\x9f\xa4\xa3 #maskup @ Nottingham, United Kingdom https://t.co/h1GdhTZmit'","{'hashtags': [{'text': 'maskup', 'indices': [19, 26]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/h1GdhTZmit', 'expanded_url': 'https://www.instagram.com/p/CDlxkqLlw04hctfXXfLHYsfyDI_KyGs-EUcJqo0/?igshid=15bpyr6fr7jih', 'display_url': 'instagram.com/p/CDlxkqLlw04h…', 'indices': [56, 79]}]}","{'type': 'Point', 'coordinates': [52.9492, -1.1453]}","52.9492, -1.1453]}","52.9492, -1.1453",52.9492, -1.1453
1844,2020-08-07 23:20:29,b'\xf0\x9f\x98\xb7\xf0\x9f\x98\xb7\xf0\x9f\x98\xb7 safety first \xf0\x9f\x98\xb7\xf0\x9f\x98\xb7\xf0\x9f\x98\xb7\n\n#Seoul #korea #sister #selfie #selca #uk #Britain #england #life #living #maskup #dayout\xe2\x80\xa6 https://t.co/g1SiSZtEeW',"{'hashtags': [{'text': 'Seoul', 'indices': [22, 28]}, {'text': 'korea', 'indices': [29, 35]}, {'text': 'sister', 'indices': [36, 43]}, {'text': 'selfie', 'indices': [44, 51]}, {'text': 'selca', 'indices': [52, 58]}, {'text': 'uk', 'indices': [59, 62]}, {'text': 'Britain', 'indices': [63, 71]}, {'text': 'england', 'indices': [72, 80]}, {'text': 'life', 'indices': [81, 86]}, {'text': 'living', 'indices': [87, 94]}, {'text': 'maskup', 'indices': [95, 102]}, {'text': 'dayout', 'indices': [103, 110]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/g1SiSZtEeW', 'expanded_url': 'https://twitter.com/i/web/status/1291876898746716160', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [112, 135]}]}","{'type': 'Point', 'coordinates': [53.9583, -1.0803]}","53.9583, -1.0803]}","53.9583, -1.0803",53.9583, -1.0803
13198,2020-07-31 16:52:10,b'The new @footie4kidz face masks #staysafe #footballfun\xe2\x9a\xbd\xef\xb8\x8f\xe2\x9a\xbd\xef\xb8\x8f #maskup #sunderland @ City of Sunderland https://t.co/uuzdaZ8VjX',"{'hashtags': [{'text': 'staysafe', 'indices': [32, 41]}, {'text': 'footballfun', 'indices': [42, 54]}, {'text': 'maskup', 'indices': [59, 66]}, {'text': 'sunderland', 'indices': [67, 78]}], 'symbols': [], 'user_mentions': [{'screen_name': 'footie4kidz', 'name': 'Paul Cummings', 'id': 912957126, 'id_str': '912957126', 'indices': [8, 20]}], 'urls': [{'url': 'https://t.co/uuzdaZ8VjX', 'expanded_url': 'https://www.instagram.com/p/CDUFc8ml9vA/?igshid=6j7696rd1m5m', 'display_url': 'instagram.com/p/CDUFc8ml9vA/…', 'indices': [100, 123]}]}","{'type': 'Point', 'coordinates': [54.9055, -1.3831]}","54.9055, -1.3831]}","54.9055, -1.3831",54.9055, -1.3831
